"Title","Type","Description"
"Walka z szatanem","Dokument","W 1998 roku Jan Paweł II odnowił średniowieczny rytuał egzorcyzmów. Wypędzanie demonów wspierał Benedykt XVI, a następnie papież Franciszek, który publicznie modlił się nad opętanym na Placu św. Piotra. Na całym świecie rzesze wiernych poddawane są dziś egzorcyzmom. Rośnie też liczba księży, odprawiających rytuał. Karolina, Basia i Agnieszka, bohaterki dokumentu, zmagają się z poważnymi życiowymi trudnościami. By odzyskać duchową harmonię, zwracają się o pomoc do egzorcystów. W walce z szatanem wspierają je najbliżsi, przewodnicy duchowi oraz lekarze."
"Człowiek delfin","Dokument","„Człowiek delfin” to niezwykła historia pasji nurkowania, szacunku do oceanu, przyrody i delfinów, która uczyniła Jacques’a Mayola jednym z największych nurków w historii, wielokrotnym rekordzistą świata w nurkowaniu głębinowym. Jego skomplikowane życie osobiste stało się inspiracją kultowego filmu Luca Bessona „Wielki błękit”. Teraz poznajemy go jeszcze bliżej. Udajemy się w fascynującą podróż do podwodnego świata, zanurzając się w zmysłowym i granicznym doświadczeniu swobodnego nurkowania. Podróżujemy przez Japonię, Miami, Marsylię, wyspy Caicos, Kalymnos i Elbę. Nurkowanie dało dla Mayola szansę, aby dotrzeć do granic ludzkiego ciała i umysłu po to, by odkryć głębsze połączenie pomiędzy człowiekiem i morzem."
"Jak dobrze napchać wora","Dokument","Czy jedzenie fast foodów może być zdrowe? Wbrew temu co przedstawiono w słynnym dokumencie Super Size Me, okazuje się, że nie jest to wcale niemożliwe. Amerykański komik i autor książek poświęconych zdrowemu trybowi życia, Tom Naughton, postanowił to udowodnić. Przez 28 dni jadł wyłącznie fast foody i w efekcie nie tylko nie utył, ale wręcz schudł..."
"I zbaw nas ode złego","Dokument","Nieustannie przenoszony na nowe parafie Północnej Karoliny, wielebny Oliver O'Grady, szybko zdobywa zaufanie i szacunek wiernych. Jednak nie wiedzą oni o tym, że ksiądz jest niebezpiecznym pedofilem, którego tajemnicę, świadomi jego upodobań hierarchowie kościelni, skrywali przez 30 lat, pozwalając mu na wykorzystywanie niezliczonej ilości dzieci. Zestawiając wyczerpujący, głęboko niepokojący wywiad z wielebnym O'Grady'm, z tragicznymi historiami jego ofiar, twórca filmu- Amy Berg, odważnie demaskuje głęboką deprawację kościoła katolickiego, i ukazuje udręki człowieka, którego przez tyle lat krył."
"Za horyzontem","Dokument","Jaki kształt ma Ziemia? Nie wszyscy zgadzają się z tym, że jest kulą. Kiedy Mark Sargent rozpoczynał swoją krucjatę pod hasłem Flat Earth, ludzie patrzyli na niego jak na wariata. Po kilku miesiącach jego wykłady dotyczące spisku naukowców i polityków stały się bardzo popularne. Mark z innymi zapaleńcami zaczął organizować międzynarodowe konferencje, zbiera pieniądze na nowe badania, przeprowadza eksperymenty i walczy o obecność w mediach głównego nurtu. Jednocześnie oskarżanie NASA o spisek przynosi coraz większe zyski. Wielu chce mieć swój własny model płaskiej Ziemi albo koszulkę z napisem Flat Earth Army. ""Za horyzontem"" to kronika rozwoju społeczności, która powstała w kręgach narwańców-entuzjastów. Ich teorie są traktowane jak wymysły szaleńców, nie do zaakceptowania dla większości naukowców, bez względu na to, jak wiele osób wierzy w te rewelacje. Głównym tematem filmu Daniela J. Clarka staje się więc brak szacunku elity dla zwykłego człowieka."
"Anonymous. Historia haktywizmu","Dokument","Globalny ruch hakerów nie ma twarzy, jeśli już, to skrywa się za maską Guya Fawkesa. Grupa Anonymous to zdecentralizowany ruch hakerów zaangażowanych politycznie, którzy sprzeciwiają się ograniczaniu wolności obywatelskich, cenzurze, korupcji, konsumpcjonizmowi, wpływom Kościoła na życie publiczne. Zainteresowanie mediów zyskali przy okazji Arabskiej Wiosny w 2011 roku, kiedy to atakowali również strony internetowe reżimów. Film Briana Knappenbergera to wielowątkowa opowieść o świecie hakerów. Niech widz rozstrzygnie - terroryści to czy rewolucjoniści?"
"Widziane na Ziemi","Dokument","Obraz miejsc na kuli ziemskiej, w których ludzie żyją w całkowitej harmonii z naturą."
"Żeglarki","Dokument","W 1989 roku grupa upartych, odważnych, niezależnych dziewczyn stworzyła pierwszą w historii kobiecą załogę startującą w super prestiżowych i ekstremalnie niebezpiecznych regatach Whitbread Round the World Race. Zgromadziła je na jachcie “Maiden” Tracy Edwards: buntowniczka i uciekinierka z domu. “Dziewczyny na morzu to same problemy”. “Dziewczyny na statkach nadają się wyłącznie do kuchni” – słyszała od początku swojej wielkiej przygody z żeglowaniem. Walczyła więc nie tylko z groźnym żywiołem, ale także z lekceważeniem i pogardą. “Gdybym uwierzyła w to, co o mnie mówili, nigdy nie byłabym tu, gdzie jestem” – mówi po latach. “Nie chciałyśmy zwykłej pracy, tylko przygody!” – dodają jej koleżanki. Fascynujące biografie kobiet, które przetarły szlak kolejnym pokoleniom buntowniczek, z pewnością zainspirują współczesne poszukiwaczki przygód: dzielne córki i odważne matki."
"Efekt domina","Dokument","Film jest opowieścią o Rafaelu i Nataszy, którzy zaczynają wspólne życie w państwie, które się jeszcze naprawdę nie narodziło. On jest ministrem sportu nieuznawanej republiki Abchazji, ona rosyjską śpiewaczką operową. Dla Rafaela Natasza porzuciła swoją karierę i rodzinę w Rosji. Jednak ich wspólny początek dosyć szybko okazuje się pełną dramatycznych napięć drogą w nieznane. Życie w kraju nieuznawanym praktycznie przez nikogo, naznaczonym wojną domową i całkowicie uzależnionym od kaprysów i wpływów Rosji szybko przestaje być romantyczną przygodą. Natasza, jako Rosjanka, musi zmierzyć się z niechęcią, zamknięciem i podejrzliwością otoczenia. Rafael przez lata walczył o wolną i suwerenną Abchazję, jednak to marzenie nigdy nie zostało w pełni spełnione. Nadzieją na zmianę są organizowane przez niego mistrzostwa świata w domino. Być może dzięki tej imprezie świat chociaż na chwilę zwróci uwagę na ten maleńki kraj na brzegu Morza Czarnego."
"Maska","Fantasy","Stanley Ipkiss jest życiowym nieudacznikiem - nie może znaleźć sobie dziewczyny, ma kiepską pracę, w której wszyscy nim pomiatają, a jego najlepszym przyjacielem jest pies Milo... Wszystko zmienia się, gdy Stanley zdobywa starozytną, magiczną maskę, która całkowicie go odmienia. Po jej założeniu, ofiara życiowa zamienia się w szalonego dowcipnisia o zielonej twarzy - Maskę. Maska przewraca miasto do góry nogami, doporowadzając do wściekłości lokalne władze oraz zwykłych ludzi, jednak jednocześnie walczy z groźnymi przestępcami..."
"Kościół","Fantasy","Średniowieczne Włochy. Grupa krzyżowców dokonuje rzezi na mieszkańcach jednej z wiosek, oskarżając ich o konszachty z diabłem. Ciała ofiar zostają pochowane w masowym grobie. Jeden z księży uważa, że w tym miejscu powinna stanąć ogromna katedra. Wierzy, że tylko w ten sposób będzie możliwe pozbycie się szatańskich mocy. Wiele wieków później zło znów próbuje zwyciężyć. Jedynymi osobami, które mogą je powstrzymać, są ksiądz Gus (Hugh Quarshie) oraz młoda dziewczyna o imieniu Lotte (Asia Argento)."
"Geppetto, ojciec Pinokia","Fantasy","Geppetto z zawodu jest rzeźbiarzem, który tworzy z drewna różne zabawki. Pewnego dnia rzeźbi drewnianego pajacyka, któremu daje imię Pinokio. Geppetto marzy, by kiedyś mieć takiego synka, przypadkiem słyszy to dobra wróżka, która ożywia pajacyka. Jednak okazuje się, że chłopiec nie jest wcale taki idealny…"
"Nieśmiertelna","Fantasy","Serial jest kontynuacją przygód Amandy (Elizabeth Gracen) z serialu Nieśmiertelny (Highlander: The Series). Amanda jest 1200-letnią nieśmiertelną i zawodową złodziejką. Były glina Nick Wolfe (Paul Johansson) poznaje jej prawdziwą tożsamość. Razem zaczynają walczyć z przestępczością i innymi nieśmiertelnymi."
"Młody Sherlock Holmes","Fantasy","Główny bohater (Buster Keaton) pracuje jako operator w kinie i w wolnych chwilach uczy się jak być detektywem. Jest zakochany w pewnej młodej damie (Kathryn McGuire) i zamierza się oświadczyć. Jednak rywal młodzieńca (Ward Crane) kradnie zegarek ojcu dziewczyny (Joe Keaton) a winą obarcza chłopaka. Rozczarowany operator wraca do pracy, gdzie zasypia i przenosi się do filmowej opowieści, w której jest sławnym detektywem - Sherlockiem Juniorem."
"Klątwa Tutenchamona","Fantasy","Danny Remont odnajduje trzy części Szmaragdowej Tablicy. Niestety wszystkie zostają mu odebrane, przez rywalizującego z nim Morgana Sinclaira. Jakiś czas później Danny odnajduje legendarny grobowiec Tutenchamona, a w nim ostatni fragment tablicy. Jednak podążający jego śladem Sinclair, kradnie mu również tą część i co gorsza mając cały artefakt zamierza wezwać Seta i jego sługi."
"Wodne dzieci","Fantasy","Dwunastoletni Tom zostaje niesłusznie oskarżony o kradzież. Ucieka wraz ze swoim psem Toby'm i nie mając innego wyjścia, skacze do rzeki. Okazuje się, że podwodną krainę zamieszkują różnorodne stworzenia; z wieloma spośród nich chłopiec się zaprzyjaźnia. Pragnie jednak wrócić do swojego świata, aby tego dokonać, musi najpierw spotkać się z wodnymi dziećmi."
"Scrooge","Fantasy","Stary, zgorzkniały skąpiec Ebenezer Scrooge (Alastair Sim) otrzymuje szansę na odkupienie, gdy w Wigilię nawiedzają go trzy duchy."
"Sindbad: Legenda siedmiu mórz","Fantasy","Poznajcie przygody Sindbada, jego wiernego (choć trochę śliniącego się psa) Spike'a i ukochanej księżniczki Mariny. Zobaczcie jak w obronie swego przyjaciela, bohaterowie pokonują Boginię Chaosu i jej złośliwe potwory."
"Zaginiony świat","Fantasy","Paleontolog George Challenger utrzymuje, że w głębi Puszczy Amazońskiej żyją dinozaury. Jeden z londyńskich dzienników decyduje się sponsorować jego wyprawę, mającą dostarczyć dowodów na istnienie prehistorycznych bestii. Ekipa badawcza obserwowana przez tajemniczego małpoluda, staje oko w oko z wieloma niezwykłymi stworzeniami…"
"Zbrodnie wyobraźni: Przypadek policyjnego kanibala","Dokument","Gilberto Valle jest byłym nowojorskim policjantem, który został w marcu 2013 roku skazany na dożywocie za planowanie zjedzenia młodej dziewczyny. Mężczyzna został oskarżony na podstawie treści, które publikował w internecie. Valle twierdził, że cała sprawa jest fikcją, a on jest ofiarą systemu. Prokurator zdołał jednak przekonać członków ławy przysięgłych do uznania jego winy. Erin Lee Carr, reżyserka filmu, zaczęła odwiedzać skazanego w więzieniu, żeby dowiedzieć się, co właściwie się wydarzyło. Po 22 miesiącach spędzonych za kratkami jego sprawa wróciła na wokandę, a on sam został osadzony w areszcie domowym. Ostatecznie mężczyzna został wypuszczony na wolność. Wyprodukowany przez stację HBO obraz opowiada o policjancie, który został oskarżony o planowanie odrażającej zbrodni. Twórcy zastanawiają się, czy gdyby mężczyzna nie został w porę zatrzymany, dopuściłby się czynów, o których pisał w internecie? Gdzie leży granica wolności słowa? Na ile Valle jest groźny dla pozostałych członków społeczeństwa?"
"Złodziejka diamentów","Dokument","Kradzież biżuterii o wartości milionów dolarów wymaga starannie i misternie przemyślanego planu, który trzeba nie tylko perfekcyjnie wykonać, ale także nie dać się złapać - nie dotyczy to jednak Doris Payne. 83-latka przez 60 lat żyła właśnie z kradzieży. Podczas procesu, nawet sędzia, który ją skazywał przyznał, że „wygląda słodko”. I tak było w istocie. Doris zawsze cieszyła się sympatią i umiała zjednywać sobie ludzi z którymi się spotykała. A najbardziej jubilerów. Piękna, świetnie ubrana, pełna wdzięku potrafiła oczarować sprzedawców. W czasie „kariery złodziejki” udało jej się ukraść biżuterię o łącznej wartości 20 mln dolarów! Okres jej największej świetności przypada na lata 60.,70.,80. To swoisty fenomen, biorąc pod uwagę, że konsekwencje przyszły dopiero w zeszłym roku. Wyrok skazujący Doris Payne zapadł 30 kwietnia 2014 roku. Dokument opowiada historię tej niezwykłej złodziejki, która oprócz sympatii jubilerów, kradnie również serca widzów."
"11 września: Jaka jest prawda","Dokument","Piętnaście lat po 11-tym września dokument analizuje wszelkie teorie spiskowe powstałe po tym zdarzeniu oraz sprawdza ile w tych informacjach może być prawdy."
"Ikar","Dokument","Gdy pewien rosyjski naukowiec ujawnia szokujące dane, amerykański filmowiec i zarazem cyklista przypadkowo wpada na trop światowej afery dopingowej."
"FC Barcelona Confidential","Dokument","Mający bezprecedensowy dostęp do spraw klubu reżyserzy Daniel Hernández i Justin Webster ukazują kulisy sezonu 2003/2004, kiedy to nowym prezydentem FC Barcelony został Joan Laporta. W 2003 roku FC Barcelona jest w głębokim kryzysie sportowym i finansowym. Nowe władze będą próbować ponownie wznieść zespół na szczyt. W filmie zobaczymy urywki spotkań piłkarskich, jak i samych piłkarzy, lecz głównym tematem będzie biznes, który kręci się wokół klubu."
"4.1 Miles","Dokument","Dzień z życia greckiego kapitana straży przybrzeżnej. Na odcinku 4,1 mili między tureckim wybrzeżem a grecką wyspą Lesbos codziennie ratuje z morza uchodźców, którzy na przepełnionych łodziach chcą dostać się do Europy."
"Bank wszystkich banków","Dokument","Aktor Liev Schreiber zdradza widzom kulisy działania najpotężniejszej instytucji finansowej, czyli Systemu Rezerwy Federalnej."
"Mapplethorpe: Spójrzcie na zdjęcia","Dokument","Robert Mapplethorpe urodził się w 1946 roku w nowojorskiej dzielnicy Queens. Chłopak szybko zaprezentował się światu jako zdolny fotograf. Robił zdjęcia takim sławom jak Andy Warhol, Richard Gere, Peter Gabriel, Grace Jones czy Patti Smith. Artysta lubił szokować. W jego sztuce nie brakowało homoerotyzmu i perwersji. Był zafascynowany pięknem męskiego ciała. Portretował m.in. nagich czarnoskórych mężczyzn, a także osoby wywodzące się ze środowiska BDSM. Mapplethorpe umarł w 1989 roku w wieku czterdziestu dwóch lat wskutek komplikacji związanych z chorobą AIDS. Intymny portret jednego z najbardziej interesujących i wyrazistych fotografów XX wieku."
"Until the Light Takes Us","Dokument","Film o historii, ideologii i estetyce norweskiego black metalu - muzycznej subkultury o której stało się głośno po serii niesławnych morderstw i podpaleń kościoła, jak i niepowtarzalnej estetyce muzycznej i wizualnej."
"Meteor czelabiński, nieproszony gość z kosmosu","Dokument","W 2013 roku nad Uralem wybuchł meteoryt. Dokument przedstawia relacje naocznych świadków oraz analizę przebiegu zdarzeń."
"Świtezianka","Fantasy","„Świtezianka” to krótkometrażowa adaptacja ballady Adama Mickiewicza. Jest to thriller romantyczny, w którym współczesny świat przeplata się ze światem XIX-wiecznych podań ludowych. Historia przedstawia dramatyczną miłość młodzieńca do nimfy wodnej. Pod osłoną nocy spotykają się nad brzegiem jeziora. Przyrzeczenie miłości młodzieńca zostaje jednak poddane próbie."
